text,commenter_channel_display_name,comment_publish_date,video_id,platform,label
What’s with the chick with the camera and why is it relevant?,Blair Morris,1691664964.0,RC1919tTab0,Youtube,0
"MR BEAST WHERE YOU AT YOU GOT A CUTE LITTLE  FAVORITE CUSTOMER OVER HERE WHERE YOU AT MAN ?????
👇",Lamar&Dana😇😇,1674232808.0,WDymiiSfS4s,Youtube,0
Is he in a hospital it looks like one,Gabriella Grigoli,1689786874.0,l2KuxKGImMw,Youtube,0
I have social anxiety anxiety and separation anxiety 😢,Taylors_version.13,1686844196.0,b6WKN64k_mc,Youtube,0
Is this world or land cuz I don’t remember that when I went to Disneyland,I_like_fnaf_7_har,1679019757.0,lM25nX9ndoI,Youtube,0
"I’ve never been tested for autism or had any issues as a child but as i got older, now I’m having symptoms, any reason why i would though i probably don’t have autism?",aeixpii,1695353380.0,fz6dbtnwEi0,Youtube,0
Aww 🥰 what an amazing mama you are ❤,Polluelo’sLife,1670326851.0,-gCSzvsCWCU,Youtube,0
"I have been living that nightmare since I was 6 years old , being told by my own mother to grow a set after she had punched in the chest and knocked the wind out of me, and now she tells me I need to knock up some random girl because she wants grand kids. I quit dating in 2004 because being cheated on by 4 different women I had dated. Each one said it was because I was too emotional. after all of that I barely show any emotion to anyone.",Dustin Baker,1691755367.0,RC1919tTab0,Youtube,0
You all need father figures in your life. You look absolutely ridiculous wearing a dress with a damn beard,Nighttime Watcher,1689895910.0,BcKuX6TV1To,Youtube,0
Nice tattoos,Mattias Eriksson,1659326564.0,MXAUwEVIL7E,Youtube,0
"Thank you for sharing your family's journey 😊 Awareness and acceptance not only for parents, but society. Just going out in public with a child who can become overly stimulated and begin, crying or having outbursts , others can see and have more compassion for a parent whom they think the parent is just letting their child 'act out'  And new parents  that really don't know how to or what questions to ask?",Chameleon,1672202768.0,-gCSzvsCWCU,Youtube,0
Don't  mis understand  me.  I agree with  Candace.  The mental issue is being ignored.  For years now  these people are not offered any help at all.    Someone needs to make the Bidend give up some of those millions upon millions they have collected from our foreign enemy's!  Now that sounds like a great idea!!  They won't be able to spend all of that money. I 😂😂,@sandrametzler1946,1683548443.0,jWH4yjOP9JI,Youtube,0
❤,Iron Sonic,1685373448.0,Tyq492QJOkw,Youtube,0
I have OCD and the last one i get all the time,JANEY Harris,1698561944.0,GqgRCPs1bdo,Youtube,0
DO NOT SELF DIAGNOSE!!!! PLEASE SEE A MEDICAL PROFESSIONAL IF YOU THINK YOU HAVE ADHD🚨🚨🚨,Juli Grace,1698465363.0,PGu2-QOfLBA,Youtube,0
"isn't this executive dysfunction? which can be a symptom of adhd of course, though I have it too",maqy,1693857952.0,PGu2-QOfLBA,Youtube,0
Thank god she wasn't asking me i uave the notion from the back of my mind i cant resist especially when i know its on theirs something wrong with the way my mind works 😂,IronGrid,1684862407.0,PGu2-QOfLBA,Youtube,0
I mean ocd is pretty common,Ayansh singh,1690924290.0,QZYfVcw9gmU,Youtube,0
Hmm okay i see what your channel is about now you would rather blindly assume every man is this celestial being that deserves praise.. when that is far from the reality..,j 🃏,1693614549.0,RC1919tTab0,Youtube,0
Whoever said Alice had schizophrenia has clearly never tried shrooms,SeaRuxIAN STUDIOS,1692443795.0,QZYfVcw9gmU,Youtube,0
Remember if its toxic masculinity then feminity has to be ☢️ 😂,Zachary Hawley,1688788989.0,ZwO0rervo8o,Youtube,0
"Type #2 isn’t ADHD, that’s ADD, which the H that is removed stands for hyper active. I know cuz my brother has ADD",@ValkyriePlaysOfficial,1684551573.0,jqffqAJRRLY,Youtube,0
From a mum with 2 autistic kiddos this was also one of my first signs. And they still love it to this day,aimee mullen,1681904826.0,8_RK7jQrQbc,Youtube,0
Start Amazon FBA today 👉 https://aftermarketarbitrage.com,Aftermarket Arbitrage,1685454680.0,lPetf9_RGuw,Youtube,-1
Can u do bpd Next time❤,Havyn Sorrels,1670659015.0,_MS_j7Ecc6k,Youtube,0
Fr,Jordyn Vicaldo,1693162254.0,zGI4Ocz9XlU,Youtube,0
"I'm definitely the first 2 and maybe 3 and instead of a dinosaur 😅 im more like 🧚‍♀️ 😅❤ but all but 1, is in my head lol😂😅

Edit: I hope to buy your book soon ❤",Willmarie Girona,1687492188.0,4e9-6N3ffFA,Youtube,0
Precious baby...,Metro Pcs,1689204093.0,-gCSzvsCWCU,Youtube,0
Unfortunately for me it’s both,siyethemba Mazibuko,1676593293.0,ao9QHIrU3_Y,Youtube,0
"Jesus says there is a Cure...
God Bless You and your daughter",theannointed09,1666592302.0,-gCSzvsCWCU,Youtube,0
Bro yes thank you for actually showing real ocd and not just beat freaks,Butterfly 🦋🌙,1672368188.0,GqgRCPs1bdo,Youtube,0
Well I have ADHD and for some reason most people think I am talking about dog man,@Findmyselffine,1688719648.0,jqffqAJRRLY,Youtube,0
Me : Stop smoking that DIRT like a compose 😂😂😂,Solomon King,1683663920.0,wqBAohnacCk,Youtube,0
Can you do a video about HFA (high functioning autism) it would be so nice I've been subscribed for so long,Lens_edits,1658777482.0,MXAUwEVIL7E,Youtube,0
"I get it, I've not had years of sports like that but I have definitely learned to 'fall gracefully' 😂 too old to keep hurting myself",Capri Quarius,1687494055.0,4e9-6N3ffFA,Youtube,0
"You are so right. Maybe if she ordered food from Just Eat, she could persuade herself to eat something. Nibble. Anything at all.",Myrddin,1674366300.0,Tyq492QJOkw,Youtube,0
@GreenBeanTM she would also be like 7 feet tall proportionally,corneliastreet,1679549626.0,XvcxJpDmW1k,Youtube,0
i would be the worst mum cuz i would start crying too 😭,cultusfetus,1673963741.0,-gCSzvsCWCU,Youtube,0
I relate to Garfeild.,Hitbox97,1689180786.0,QZYfVcw9gmU,Youtube,0
i love the pistols,ARTURO_ROBLOX,1679483635.0,qt2Bpryqnv0,Youtube,0
I got both of those,LithuanianMapping,1685738804.0,b6WKN64k_mc,Youtube,0
Can a social anxiety person can be friends with another social anxiety person 🙃,-Rose-,1649621794.0,2n-GS8LUddU,Youtube,0
do i have ocd,destiny forster,1698612200.0,GqgRCPs1bdo,Youtube,0
Berne brown is awesome.  My sister is a psychology major and she is highly recommended !,jennifer br,1698637748.0,RC1919tTab0,Youtube,0
You got this queen keep on pushing,tj the Cookie Monster,1696756985.0,-gCSzvsCWCU,Youtube,0
Shut up,Undead Banditø,1691279635.0,iiHAnwJo69g,Youtube,0
Amen,Make Money with Timi,1695720736.0,-6BWao7HgE8,Youtube,-1
Exactly 💯 ME2,Lynn Davison,1661529668.0,jUF1K9rsh9o,Youtube,0
"First step: no vape 
Last step: throw vape away",@aidanshusko3248,1681799668.0,2uE8YsXdloA,Youtube,-1
She's so cute and precious,Rubystein Coppage,1665202999.0,-gCSzvsCWCU,Youtube,0
*STIM*,Almo,1682049676.0,8_RK7jQrQbc,Youtube,0
"DO NOT LISTEN TO ANY WOMEN TELLING YOU TO BE VULNERABLE, ITS A TRAP GENTS, BIG NATE SAID IT HIMSELF!!!",DIll,1692644090.0,RC1919tTab0,Youtube,0
i suffer with OCD. you couldn’t have described it better.,prowler,1674431341.0,GqgRCPs1bdo,Youtube,0
That's..... me.....,FxiryNix,1677785950.0,7FoFzYlQMpw,Youtube,0
😆😆😆😆😆😆😆,Marty Ruthenberg,1666906650.0,BcKuX6TV1To,Youtube,0
OCD is not that bad,Ethan Biz,1688092870.0,_MS_j7Ecc6k,Youtube,0
​@fairie soiree That's the age that most rinks start taking students.,Charlie 2.0,1681710000.0,8_RK7jQrQbc,Youtube,0
amen❤,@oliviatapscott2937,1693189322.0,OiARN50RBcQ,Youtube,-1
Did he just say “Chemical Depression?” 💀😂🤣,IamLoco,1694934793.0,UJLwNZ0tld0,Youtube,-1
Exactly how we feel,L1mm,1686351832.0,PGu2-QOfLBA,Youtube,0
omg- i have ocd i freacking forgot 🫣💀,Brxwnxxsxg3r,1671960631.0,GqgRCPs1bdo,Youtube,0
I have really bad ADHD and I have both I don’t zone out a lot when I have the 2 one but I cry and want to be left alone and a lot of people think “oh she doesn’t have ADHD she not hyper at all and super calm” when they don’t know the hole story,@Maskgirl_55,1701074157.0,jqffqAJRRLY,Youtube,0
Do british,FORTNITEBOSSMASTER6979,1683003813.0,2GHRJva4ixY,Youtube,0
"Finally, an actual correct one, the only way to cure anything matter of fact is going to god first 👍🏽",@iAmTribute,1681356823.0,2uE8YsXdloA,Youtube,-1
Little steps go a far way but this little step will help u too trust me ❤,Gacha Cloudxxx,1691524220.0,Tyq492QJOkw,Youtube,0
if mom gave me coke in middle school i won't be a such a loser now,Havi,1669938704.0,kYZtrLHUNLM,Youtube,0
"I’m bulimic, so I sort of understand you. Starving myself until I can’t, then I eat like I’m dying and feel so bad afterwards that I throw up everything until there’s only stomach acid left. I’m starting to get myself healthy though, telling my loved ones about my struggle and seeking profecionall help. Stay strong, sis❤ we’ll get through this darkness.",Liina Levinen,1690644390.0,Tyq492QJOkw,Youtube,0
I have ocd adhd and anxiety and it’s a living hell!!!,@luvXadelaide,1689918613.0,jqffqAJRRLY,Youtube,0
"Yes, there is a cure for autism. With the ""protocolo de desparasitación"". And trust God and ask for help Virgin Mary, mother of Jesus",Juan R,1666731238.0,-gCSzvsCWCU,Youtube,0
"Can we all just agree here, these pointing videos are really just attempts to avoid copyright infringement. You're stealing someone else's work, you're pointing at it, and you're adding absolutely nothing to the original video. That's why none of the comments are talking about you, they're talking about the work you stole. SMH",Tredsdert,1694798407.0,RC1919tTab0,Youtube,0
You must don’t have children and/or a child(ren) with Autism. Speak for yourself I’ll do anything in my power as a mom to make sure my child feel safe and comfortable!!!!,Chatterbox S,1667681095.0,-gCSzvsCWCU,Youtube,0
I do that same exact stim. I've done it all my life. I cut my hair off once just to see what it would be like and I absolutely lost it for weeks because my hair wasn't long enough to play with. it's just a tiny piece of hair but it is absolutely crucial to my emotional regulation and it looks like it's that way for her too. she's adorable and I hope her hair always brings her joy like mine does.,Dax P,1667576853.0,-gCSzvsCWCU,Youtube,0
"The thing is, generally, men won't open up to other men because in their own heads it makes them feel weak, and men don't open up to women because they get _made_ to feel weak. 

My ex told me all men sound like they're faking it when we cry. I've had a ton of shitty things said to me by older women and it's expected to just roll off my back because hey, I'm a man and I should have thick skin. When if I made similar comments about women I'd be a misogynist.

And I feel like I can't say ""hey can you not say that shit about men, objectify them, call us stupid, equate any flaws or mistakes down to being a man."" Without being told how hard it is to be a woman. Like yeah no shit. But it's swings and roundabouts. You can have both discussions independently from each other.",Owen Little,1693057020.0,RC1919tTab0,Youtube,0
Pov:you have both ADHD and OCD,Hanley,1674186980.0,GqgRCPs1bdo,Youtube,0
I do all of these things,Hannah Orr,1672266799.0,GqgRCPs1bdo,Youtube,0
I’m pretty sure I might have OCD 😢 not just from this video but I’ve been thinking this for a long time,Paper Blind bag,1698509526.0,GqgRCPs1bdo,Youtube,0
Why does that sound like me?,the gamemingk,1658544954.0,MXAUwEVIL7E,Youtube,0
When I get anxious when I get picked on to answer questions or performing in drama I feel rlly unwell,Lucy lemon🍋,1648673405.0,2n-GS8LUddU,Youtube,0
I have both with a little bit of autism,AVA,1698608722.0,GqgRCPs1bdo,Youtube,0
LOL. That's actually pretty funny @ChopWood_CarryWater. I got a chuckle from that.,Jamie Turner,1698287424.0,WMlYOjBMoMQ,Youtube,0
"Ummm… no, I’m fine",loading,1658629279.0,MXAUwEVIL7E,Youtube,0
"the glorification of the wrong things started long ago , gen z are just the end products, you dont have to agree with people beliefs or opinions, lifestyle etc, you dont have to be a dick to them either, ut they dont have to glorify it , they can live their lives without making it a big deal.....like said in this short, things are pushed to extremes hat is the issue here",benoit,1679857318.0,BcKuX6TV1To,Youtube,0
Thank you,Caline BRUNO,1685839538.0,Szew595ukwY,Youtube,-1
As an addict in recovery- who has formally been diagnosed with ADHD.. this made sooo much sense to me. Just wondering.. is he saying cocaine is recommended for me? 🤗,Natalie Lawrence,1670146464.0,kYZtrLHUNLM,Youtube,0
"Great job, Mommy. ❤❤❤💯✊",Naj Singhs - ASMR COOKING LIFE,1665149361.0,-gCSzvsCWCU,Youtube,0
my mum says I have OCD because I have to wash my hand 4 times and wait till an even number to do something-?,Keila Holsey,1671181741.0,GqgRCPs1bdo,Youtube,0
"There's also the ""forget walk"" where you have something to do or get in a room or place, get lost in your own thoughts, walk there, stop when you get to the target, and have no idea what you're even doing there. So then you stand there frozen and staring, with your dinosaur arms, hoping you're going to remember, but you probably wont.🥲",Katokatt,1687544427.0,4e9-6N3ffFA,Youtube,0
I have anxitey to and my life is so overwhelming and scary with anxitey,Jay Diggs,1687044522.0,b6WKN64k_mc,Youtube,0
Describes me perfectly...,BBQ DREW,1658556182.0,MXAUwEVIL7E,Youtube,0
"The daydreamer, It’s just fun to do",VHSTaper,1688967282.0,4e9-6N3ffFA,Youtube,0
So there's this thing I used to get as a kid whenever I had a fever called Alice in Wonderland syndrome and it's basically where you see stuff like that movie and it's very freaky you can search it up,A light in the attic,1690948236.0,QZYfVcw9gmU,Youtube,0
She is amazing ❤❤❤❤....,Visnja Siletic,1687605297.0,-gCSzvsCWCU,Youtube,0
"Because of this video, I now might think that I have OCD",Dark Flare,1674446758.0,GqgRCPs1bdo,Youtube,0
Bless her heart,Zaire love,1669273034.0,-gCSzvsCWCU,Youtube,0
Greatest mom award 🥰😊,Emile-Anne Ladubec,1696174767.0,-gCSzvsCWCU,Youtube,0
I haven’t had a personal experience of liking someone but when I imagine and make up characters or I watch tv shows or think about friends or other people’s relationships around me I get bored after they’re together,Atomic29,1691220627.0,ao9QHIrU3_Y,Youtube,0
Amen I needed this. Thank you,SoulShadow997,1668215464.0,Y83salNpzAo,Youtube,0
Looking at the green dot 100% oh wait is this red *looking at it* focusing on the green again *making sure * looking back again,nice day,1686365941.0,WMlYOjBMoMQ,Youtube,0
"@Doom Slayer THERE IS NO DIFFERENCE

He literally doesn't believe that depression EXISTS. IT IS THE SAME THING.
You are talking about ""having weight in an argument"" when YOUR ARGUMENT HAS ABSOLUTELY NO WEIGHT.
I Am quoting him the way he said it. The way everyone understands it and the WAY IT WAS SAID. The fact that HE personally doesn't believe in it is pointless and has no weight because he's pushing that same mindset onto losers without daddy like you.

If you seriously have no other argument than ""you quote someone wrong bla bla bla"" then please frick off and go suck on daddy Tates milkies",PeeteIsACutie,1668786535.0,3ePM7727_ug,Youtube,-1
"I have both but it annoys me that people only think that adhd is just
Can’t sit straight or
U have adhd cause ur annoying 
Like no it’s not",@YOURSLAYQUEEENXOXO,1698335260.0,jqffqAJRRLY,Youtube,0
I have always been a #2 got teased for it but idc 😂,Afros N Mimosas,1689542161.0,4e9-6N3ffFA,Youtube,0
Look at the state of this thing...wtf is going on?,Adam Massacre,1679840390.0,BcKuX6TV1To,Youtube,0
All of them but drugs im a fucking 10 yr old and i had/have depression for a long time so i have it,Loaf,1658582221.0,MXAUwEVIL7E,Youtube,0
"Uhh STAWP describing me 
Please—",Sxmix,1681097883.0,fz6dbtnwEi0,Youtube,0
Tell that to my pearnts.. who never loved me because of my adhd -  I was literally neglected- just because apparently I was a stupid brat- just because of my adhd mood swings- apparently I was adopted out of my family and onto the streets so that was fun- living my best life now-… in college-,Buffy ,1662100510.0,jUF1K9rsh9o,Youtube,0
"Yeah, you're not alone. I think it's the ""I don't have enough to occupy me so where are the edges of my body???"" Thing",Kelly Scanlon,1671425153.0,bCbnJrh_PLQ,Youtube,0
People who never eat dinner be like- 💀??,_sawxgy*nxtxlie_,1674327296.0,Tyq492QJOkw,Youtube,0
Me having adhd,Puffy vr creator,1680424672.0,GqgRCPs1bdo,Youtube,0
Adhd isnt esy to,loena fen,1697909455.0,GqgRCPs1bdo,Youtube,0
"I find coloring works really well for me. I listen to calm music, have a bunch of pages printed out already, and have plenty of colored pencils! It is interesting enough that I WANT to do it, but not mentally stimulating",@jamiewoods6799,1669605486.0,NyUNAfkjQGg,Youtube,0
My friend has OCD and I swear I want to watch her walk up and down the stairs for like five minutes straight. She would know how you feel.,Laura_sings,1698130905.0,GqgRCPs1bdo,Youtube,0
@@KatieKulichit seemed like you were trying to say something weird about God & now that I confronted you you’re saying “it’s just because it’s true” when you know there was no need to put that in your video.,@ChristCast777,1693710079.0,pXzHN2bvgJM,Youtube,0
I’m pretty sure you hav r to be diagnosed by the doctors (no hate$),addison_slay.,1666212954.0,_MS_j7Ecc6k,Youtube,0
💕💕💕,Ashley B.  ED Recovery Coach ,1675477924.0,d_HV3f1OThc,Youtube,0
Capitalizing on mental illness.... Really nice,Gilgalad,1689193083.0,4e9-6N3ffFA,Youtube,0
"@steffen wendt I'll forget when I'm told to do the dishes, I forget easily kinda annoys everyone",Ranger,1666436545.0,jEOgtLCKaCI,Youtube,0
​@one I use Doctor on Demand!,3vil_duckie77,1667161744.0,G-aQVbKfO4I,Youtube,0
Oh I have all of those and I’ve been diagnosed with anxiety so yeah,♡︎𝓲𝓽𝓼.𝓳𝓾𝓼𝓽.𝓓𝔂𝓵𝓪𝓷♥︎,1646638721.0,2n-GS8LUddU,Youtube,0
This is me. How do you get off the merry go round?,Genie,1693094760.0,LaVUX5bHz9Y,Youtube,0
Congratulations love....you are magical XoXoX,sarah bliss,1657670359.0,q7EYMLToHjE,Youtube,0
"Almost every man has experienced the blowback for showing vulnerability in front of a woman.

Our current zeitgeist of constantly telling men to be more emotionally vulnerable is setting them up for failure and it is harming their mental health... and if you don't care about that at least consider that it's robbing women of partners they would consider worthwhile.",Captain Robbie,1692468313.0,RC1919tTab0,Youtube,0
Thank You FATHER GOD for  Your mercy,Robby Phillips,1681359676.0,-6BWao7HgE8,Youtube,-1
Any Disney Princess's with ADHD?,VeryFruityBen,1690935505.0,QZYfVcw9gmU,Youtube,0
Okay so I don't have autism but I get those stomach things because I have like a lactose thing and I wear socks always in the house because there's parts of the house where the floor feels weird on my feet.😅,XxVanilla_TillyxX,1681184795.0,fz6dbtnwEi0,Youtube,0
i have ocd but im more a neat freak hu hu hu hu,athenas tocalife,1674838184.0,GqgRCPs1bdo,Youtube,0
"Nonsense, quite the opposite, time will tell.""",LOU JONES,1687467861.0,JGw_BzwtqtM,Youtube,0
I have ocd?!,Snazyy,1671040261.0,GqgRCPs1bdo,Youtube,0
im xurious whatssup with amanda,Misty,1692763605.0,RC1919tTab0,Youtube,0
Dammit i was seen,lunar oddity,1693177251.0,LaVUX5bHz9Y,Youtube,0
I just love Conner he his so sweet,K AY,1675322519.0,N9zEBD6ZcAw,Youtube,0
@Alan17same 🤣🤣🤣🤣🤣🤣🤣,Khensani Khoza,1688081459.0,wqBAohnacCk,Youtube,0
So does ADHD paralysis trick your brain into thinking you are in life-threatening danger when doing productive work?,Darrell Lim,1684458897.0,PGu2-QOfLBA,Youtube,0
Bruh why did I cry,Anelkia🌹,1694553652.0,89Cl_G6OEFg,Youtube,0
I have something like I need to do this in 5  seconds or I will die young,Big G,1671049738.0,_MS_j7Ecc6k,Youtube,0
mhn,Jessica,1659065156.0,_dLWisnAySY,Youtube,0
joker moment,Not A Koi,1670290742.0,vWVzT3cH5XU,Youtube,0
I just can't spin one time without being nauseous so that kid is definitely gifted despite his condition. You can make something out of this in sport field I guess.,Typical_snowflake,1683288032.0,8_RK7jQrQbc,Youtube,0
"THATS WHY I NEVER WAS ABLE TO CLEAN MY ROOM, OR DO MY HW",Oxygen,1693898284.0,PGu2-QOfLBA,Youtube,0
She's going to make it. She's doing so so well!!,Indica Blue,1669929163.0,YqLwvkMPaYw,Youtube,0
Do you think the gi is caused by only eating certain foods,Ghyggu1234,1696172658.0,fz6dbtnwEi0,Youtube,0
It's called demons possessions.,Jeffrey Kelsey,1680523743.0,BcKuX6TV1To,Youtube,0
Mine is a little of both,@Taylor-243,1695247788.0,jqffqAJRRLY,Youtube,0
i've got ocd,Sasha💕,1670750982.0,GqgRCPs1bdo,Youtube,0
"Short for self-stimulating. It's a repetitive thing we do that involves the senses. It's for different reasons and everyone has their own stims but it can help to soothe anxiety, to reduce overwhelming feelings by giving you a feeling you're familiar with and find comforting, or if you're craving sensory feedback. Playing with or pulling hair is a common one. I can't even stand to have my hair touched by anyone else so I can empathise with the little one here.",Sair G,1665634724.0,-gCSzvsCWCU,Youtube,0
Do retro collectors have ocd? That's what I thought.,LOVELY,1691179542.0,QZYfVcw9gmU,Youtube,0
My friend has ocd and anxiety and I’m worried for her she hasn’t left her room in 6 months and her parents don’t help her,Melody Girl,1682827424.0,GqgRCPs1bdo,Youtube,0
@Sudhanshu Sharma I think you mean based,Emily Davidson,1682219444.0,u1r43GNrtzA,Youtube,0
I have both 👍,YZ_playzz,1674515048.0,GqgRCPs1bdo,Youtube,0
What about Mulan and Merida??,Gooseknox,1690000988.0,QZYfVcw9gmU,Youtube,0
"I had a toxic anvironment at home wheere difficult conversation didn't happen when needed. Narcissist mother made a he'll for us and fawning and stepping on eggshels was the norm. No one believed in my increasing sadness and feelings of worthiness over time to the point I wished I wasn't born ot if I could go back in time. I was 13 with no friends. never really learned how to deal with people, how to work properly. Had to cope with expectations because ""they love you, don't they!?"" And to ""fight a lion everyday, life's tough"". I live with this feelings everyday and seeing people doing their everyday lives... it's not heartwarming at all. Is the answer making our own bubble and seeing only what makes us feel good in this highly connected world?
Anyway...I have little parameters as how to live healthy and be financially free. This content hits perfectly, suffering from this over 30years I confirm 😂",Leonardo Maltez,1692197443.0,iiHAnwJo69g,Youtube,0
Lmaooo that was me today with my bathroom hahah,Craft A Leif,1672916586.0,6RaXv-m8K9U,Youtube,0
I don't know what HD is but my doctor said i have 80 of them bitches,@XEG381,1692747461.0,Vn1S5EsD45o,Youtube,0
"Jesus said; ""If u love Me keep My Commandments"", so read this; We have to obey God's Ten Commandments, and keep the Sabbath Day Holy, not Sunday (day) but Sabbath Day on Saturday it's on the Seventh Day of the week amen amen and amen ❤.  The Sabbath Day for the people of God, so if you not belong to God then you don't need to keep the Sabbath Day Holy, amen..)))))",Boss Mass,1670441099.0,ki4Q-wVe3nM,Youtube,0
@Tammyy what did you say. that we aren’t twins because your the rat and I’m not I know. your a stanky rat.,it’s kent,1674155436.0,Tyq492QJOkw,Youtube,0
I have ocd and boy it’s hard even harder then this video,Babu Sha,1696470705.0,_MS_j7Ecc6k,Youtube,0
Generation W for weird.,JL,1677726595.0,BcKuX6TV1To,Youtube,0
Okay can someone tell me the name of the fidget toy in day 19?,YarningLia,1669074313.0,70FM7M62_TI,Youtube,0
So if you truly believe that you have demons you have to prove it scientifically. Then we can change.,ian mitchell,1682521795.0,Szew595ukwY,Youtube,-1
How the fuck did you just explain my life? 🥲,༒ཌℕoαHད༒,1663588308.0,MXAUwEVIL7E,Youtube,0
"You should try emetophobia as a video idea based on this, it's extremely difficult to handle. :(",MemesRUs,1666666832.0,_MS_j7Ecc6k,Youtube,0
Good. Early lesson in reality. Don’t forget it,Tweako Suave,1694333191.0,RC1919tTab0,Youtube,0
"Ngl…I thought that was just me being stupid, because no one else at my school does it and neither does anyone in my family. I did take a test for OCD once, I do have it, it just…never felt real. If you get it, you get it, I guess.",cgt212ify,1682298307.0,GqgRCPs1bdo,Youtube,0
"My mom was paranoid schizophrenic with manic depression.  I know what TRUE mental illness is.  
I get angry that people misuse the term mental illness to justify choices. 
It's seldom that I agree with Shapiro, but this time I do.",Deb Nelson,1672878109.0,ih_t7x9LYLE,Youtube,0
I have a mental illness but it’s neither one of those,Deku,1698448317.0,GqgRCPs1bdo,Youtube,0
Bro you don’t need to fast your perfect the way you areeeeee girl your perfect,Madison Danapilis,1684894957.0,Tyq492QJOkw,Youtube,0
"@tarod3those other religions aren’t rejected based on truths they tell, those are rejected because of untruths they spread. Big difference.",AmericanWithTheTruth,1692989886.0,RC1919tTab0,Youtube,0
Adhd is a disability not a mental illness,nervous_young_inhuman,1674172349.0,GqgRCPs1bdo,Youtube,0
@Omnipresent L cis men and crossdressing creeps can already be arrested in system with no potty bills,Russell H,1673223376.0,ih_t7x9LYLE,Youtube,0
"She will be okay, their s a cure by preying in z name of Jesus . I heard a mom giving  a testomony a bout a child been cure from Atizim , she will  be cure just believe in him. God bless u .",feven haile,1667582111.0,-gCSzvsCWCU,Youtube,0
I love that he has lots if room and plenty of opportunities to experience his spinning.,Robin Schwartz,1682232707.0,8_RK7jQrQbc,Youtube,0
"Funny, I have adhd, and still function, I have to force myself, yes, but being g an adult, you have to do things you don't want to do",iron catalyst.cs,1685924284.0,PGu2-QOfLBA,Youtube,0
my son. 7 suffers autism too unbelievable how many people redicule him even staff at drs surgery,Dienie Nienaber,1676119218.0,-gCSzvsCWCU,Youtube,0
"I couldn't agree more ... we suffer in silence. It's also definitely shame based - sadly 😔 
God Bless everyone 🙏❤🙌",Renee B 🏝,1691963964.0,iiHAnwJo69g,Youtube,0
I have engxiety it's HORRIBLE specially at school 😢😢😢😢,Isla Lucas,1693367612.0,b6WKN64k_mc,Youtube,0
Glad it was helpful to you. You're lucky! I've had it all my life ... but I've found ways to manage it.,Jamie Turner,1677829715.0,WMlYOjBMoMQ,Youtube,0
"So true. For me tho happily i have a mild form of anxiety, and for me i just like holding things when i live throughout my day, nothing to crazy.",clover,1666517254.0,FDJkQ1vD4IQ,Youtube,0
I'm pretty sure I have OCD.,chen (☆),1671394350.0,GqgRCPs1bdo,Youtube,0
couldn't be me having both 😔,Its_Ella ,1681531718.0,GqgRCPs1bdo,Youtube,0
"I agree with everything. My brain always sends these weird messages like, Hold ur breath for five seconds or ur mom dies.",My_fairy_mira,1670785617.0,GqgRCPs1bdo,Youtube,0
"Wow, did you learn that all by yourself?  Sarcasm",Timothy Taggart,1647077247.0,OCRKI5WYk6k,Youtube,0
I didnt know i had this 😂,Lia De Pauw,1697486826.0,GqgRCPs1bdo,Youtube,0
Has he ever tried Klonopin or Xanax or adivan for him because it works wonders,TrailerTrashBarbie,1679966776.0,1GPv1u9831I,Youtube,0
Seems to me this exact same claims were made 50 or 60 years ago regarding homosexuality.  Just askin ?,Cleve McHugh,1674723108.0,NYVsd7vtdR8,Youtube,0
"Sad to say, but Gen Z is a mental illness.",JE K,1666853426.0,BcKuX6TV1To,Youtube,0
I have ocd and finally someone says ocd is not a freaky for being so neat,I_DO_MANY_THING’S!,1672097353.0,GqgRCPs1bdo,Youtube,0
"Mikko has come so far in doing her hair. In the older videos 📹 Mikko cried a lot.
The crying 😢 has lessened now. They found ways to help her cope with doing her hair.
They have done an amazing job with hair care and wash day!",Chineze Ndukwe,1693463791.0,89Cl_G6OEFg,Youtube,0
I have ocd and I can’t control this feeling we’re I feel like something is watching me but I know it’s fake but I feel scared and I can’t stop it and I have this thing we’re I have to make every thing even :(,Flatduck Builds,1689573057.0,_MS_j7Ecc6k,Youtube,0
I have anxiety and sometimes when people say like stop like fidgeting or doing stuff that helps me cope I sometimes start to cry and then I have a breakdown,Serah,1664868580.0,b6WKN64k_mc,Youtube,0
Lesson learned never turn to god,@allahdoesntexists,1691089446.0,2uE8YsXdloA,Youtube,-1
"Also I love that people are saying get him ice skates, but because he spins right up on his toes, he would have so much trouble with ice skates. You have your toe stop in the very front",Anakin Skywalker3642,1682006821.0,8_RK7jQrQbc,Youtube,0
What is meant by 'stem'?,D'Jean The Queen,1676003212.0,-gCSzvsCWCU,Youtube,0
I have that shirt 🤩🤩🤩,Stacy Digby,1670798223.0,_MS_j7Ecc6k,Youtube,0
Amen 🙏🏽,Conchettatucker,1665942438.0,Y83salNpzAo,Youtube,0
Congratulations on 7M subscribers 💕🥳,NotNimiRoblox,1689887859.0,yHQv2pUungI,Youtube,0
yeah basically what I felt during that time when it felt loud in my head. I've turned the audio up quite loud to get the point across it's softer in the song :) Thanks for taking the time to watch and read my story,Genrebox,1692167065.0,jytc_QTsY4Q,Youtube,0
💯,Nikolai Bocherov,1666965137.0,BcKuX6TV1To,Youtube,0
I’m similar to all of them combined,Ty Sykora,1691377548.0,QZYfVcw9gmU,Youtube,0
